"type_name","team_name","selected_by","total_points","team_code","team_id","status","first_name","second_name","now_cost","value_form","value_season","points_per_game","ep_next","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","ea_index","bps","team"
"Defender","Everton",0.2,2,11,6,"a","Tyias","Browning",40,0,0.5,1,0,31,0,0,0,0,0,0,0,0,0,0,0,5,6,6
"Defender","Everton",0,9,11,6,"d","Bryan","Oviedo",48,0.4,1.9,1.5,1.3,320,0,0,1,1,0,0,0,3,0,0,0,26,48,6
"Midfielder","Everton",0.5,29,11,6,"d","Leon","Osman",50,0,5.8,2.6,0,597,1,1,1,8,0,0,0,0,0,0,3,150,129,6
"Midfielder","Everton",0.4,6,11,6,"a","Darron","Gibson",42,0.1,1.4,1.2,0.5,139,0,0,0,4,0,0,0,0,0,0,0,20,35,6
"Midfielder","Everton",3.4,47,11,6,"a","Ross","Barkley",67,0.2,7,2.6,1.3,1278,1,2,4,15,0,0,0,1,0,0,2,192,244,6
"Midfielder","Everton",0.3,16,11,6,"d","Steven","Pienaar",58,0,2.8,2,0,254,0,2,0,4,0,0,0,1,0,0,1,37,47,6
"Midfielder","Everton",2.1,58,11,6,"a","Kevin","Mirallas",72,0.2,8.1,2.9,1.5,1069,5,1,2,20,0,0,1,2,0,0,2,198,160,6
"Midfielder","Everton",0.9,31,11,6,"a","James","McCarthy",46,0.2,6.7,1.9,1,1328,0,1,4,22,0,0,0,6,0,0,0,184,244,6
"Midfielder","Everton",1.1,39,11,6,"i","Aiden","McGeady",53,0.1,7.4,2.8,0,866,1,2,4,13,0,0,0,1,0,0,0,100,122,6
"Midfielder","Everton",0,0,11,6,"a","Ryan","Ledson",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Midfielder","Everton",1.7,43,11,6,"a","Gareth","Barry",47,0.3,9.1,1.9,1.3,1989,0,1,6,32,0,0,0,8,1,0,0,231,305,6
"Forward","Everton",11.9,86,11,6,"a","Steven","Naismith",48,0.9,17.9,3.9,4.3,1807,7,2,6,27,0,0,0,6,0,0,16,357,388,6
"Forward","Everton",0.1,10,11,6,"a","Arouna","Koné",54,0,1.9,2,0.3,175,1,0,0,5,0,0,0,1,0,0,0,23,39,6
"Forward","Everton",0.1,0,11,6,"u","Conor","McAleny",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Goalkeeper","Hull",2.4,74,88,7,"a","Allan","McGregor",48,0.7,15.4,3.5,3.5,1890,0,0,4,31,0,2,0,0,0,57,6,182,310,7
"Goalkeeper","Hull",0.1,10,88,7,"a","Steve","Harper",44,0,2.3,3.3,0,222,0,0,1,2,0,0,0,0,0,7,0,24,40,7
"Defender","Hull",0.3,24,88,7,"i","Liam","Rosenior",41,0,5.9,2.2,0,573,0,2,1,9,0,0,0,0,0,0,0,78,127,7
"Defender","Hull",2.4,57,88,7,"i","James","Chester",43,0,13.3,3.6,0,1286,2,0,5,14,0,0,0,5,1,0,7,164,268,7
"Defender","Hull",1.7,19,88,7,"a","Paul","McShane",39,0.6,4.9,2.4,2.5,648,0,0,1,7,0,0,0,0,0,0,1,75,123,7
"Defender","Hull",0,0,88,7,"n","Joe","Dudgeon",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Defender","Hull",11.1,33,88,7,"a","Alex","Bruce",39,0.6,8.5,2.4,2.3,919,0,0,3,8,0,0,0,1,0,0,0,113,154,7
"Defender","Hull",0.4,2,88,7,"a","Maynor","Figueroa",41,0,0.5,1,0,132,0,0,0,4,0,0,0,0,0,0,0,1,18,7
"Defender","Hull",1.9,47,88,7,"a","Curtis","Davies",48,0.1,9.8,2.2,0.3,1812,0,0,4,31,1,0,0,2,0,0,5,159,316,7
"Midfielder","Hull",0.8,30,88,7,"a","Stephen","Quinn",44,0.1,6.8,1.8,0.5,927,0,3,1,14,0,0,0,2,1,0,0,111,174,7
"Midfielder","Hull",0.2,36,88,7,"a","Robbie","Brady",45,0.8,8,1.9,3.8,1128,0,1,3,14,0,0,0,2,0,0,3,179,178,7
"Midfielder","Hull",0.1,40,88,7,"a","David","Meyler",47,0.8,8.5,2.1,3.8,1181,1,1,3,18,0,0,0,5,0,0,3,154,198,7
"Midfielder","Hull",1.9,74,88,7,"a","Ahmed","Elmohamady",49,0.4,15.1,2.8,1.8,2340,1,3,6,35,0,0,0,4,0,0,6,295,399,7
"Midfielder","Burnley",6.8,75,90,3,"a","George","Boyd",47,0.5,16,3.1,2.5,2009,4,2,4,41,0,0,0,6,0,0,4,274,280,3
"Midfielder","Hull",1.2,43,88,7,"a","Tom","Huddlestone",53,0.4,8.1,2,2,1695,0,2,5,27,0,0,0,5,1,0,1,193,254,7
"Midfielder","Hull",0.5,56,88,7,"a","Jake","Livermore",52,0.3,10.8,2.2,1.8,2208,1,1,6,33,0,0,0,8,0,0,0,232,332,7
"Midfielder","Hull",0.1,29,88,7,"a","Sone","Aluko",46,0.3,6.3,1.8,1.3,766,1,0,2,12,0,0,0,2,0,0,2,122,67,7
"Midfielder","Hull",0.5,9,88,7,"u","Tom","Ince",50,0.1,1.8,1.3,0,301,0,0,1,4,0,0,0,0,0,0,0,44,19,7
"Midfielder","Hull",0.3,1,88,7,"i","Robert","Snodgrass",56,0,0.2,1,0,39,0,0,0,0,0,0,0,0,0,0,0,7,4,7
"Forward","Hull",1.2,75,88,7,"a","Nikica","Jelavic",57,0.7,13.2,3.8,4.3,1461,8,1,5,22,0,0,0,2,0,0,6,227,235,7
"Forward","Hull",0,0,88,7,"u","Nick","Proschwitz",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Forward","Southampton",1.3,44,20,14,"a","Shane","Long",54,0,8.1,2.2,0,888,2,2,5,8,0,0,0,1,0,0,3,179,133,14
"Forward","Hull",0,3,88,7,"a","Yannick","Sagbo",49,0,0.6,1,0,42,0,0,0,1,0,0,0,0,0,0,0,5,11,7
"Goalkeeper","Leicester",2.9,33,13,8,"i","Kasper","Schmeichel",44,0,7.5,2.4,0,1260,0,0,1,26,0,0,0,0,0,48,1,111,184,8
"Goalkeeper","Leicester",7.7,31,13,8,"a","Ben","Hamer",41,0,7.6,3.9,0,720,0,0,3,8,0,0,0,0,0,19,2,76,126,8
"Defender","Leicester",0.3,45,13,8,"a","Wes","Morgan",44,0.1,10.2,1.8,0,2212,0,0,4,40,2,0,0,1,1,0,2,249,330,8
"Defender","Leicester",4.9,38,13,8,"a","Marcin","Wasilewski",40,0.6,9.5,2.4,0,1382,1,0,3,23,0,0,0,5,0,0,2,124,200,8
"Defender","Leicester",1.6,13,13,8,"n","Liam","Moore",39,0,3.3,1.2,0,937,0,0,1,19,0,0,0,4,0,0,0,105,114,8
"Defender","Leicester",0.3,31,13,8,"a","Ritchie","de Laet",43,0.1,7.2,1.8,0,1396,0,1,2,27,0,0,0,3,0,0,1,148,224,8
"Defender","Leicester",0.6,59,13,8,"a","Jeffrey","Schlupp",45,0.3,13.1,2.7,0,1631,3,1,3,30,0,0,0,4,0,0,0,178,221,8
"Defender","Leicester",0.7,56,13,8,"a","Paul","Konchesky",45,0.2,12.4,2.4,0,2008,1,1,4,34,0,0,0,1,2,0,5,214,336,8
"Defender","Leicester",0.4,-1,13,8,"a","Matthew","Upson",39,-0.1,-0.3,-0.5,0,148,0,0,0,4,1,0,0,0,0,0,0,11,7,8
"Midfielder","Leicester",0.1,28,13,8,"a","Daniel","Drinkwater",50,0.1,5.6,1.6,0,1188,0,0,0,24,0,0,0,1,0,0,0,109,178,8
"Midfielder","Leicester",0.1,18,13,8,"a","Dean","Hammond",44,0,4.1,1.8,0,748,0,0,2,13,0,0,0,3,0,0,0,82,109,8
"Midfielder","Leicester",0.1,30,13,8,"a","Matthew","James",44,0.3,6.8,1.7,0,1288,0,0,3,21,0,0,0,1,1,0,0,117,199,8
"Midfielder","Leicester",0.3,65,13,8,"a","Riyad","Mahrez",49,0.3,13.3,3.4,0,1453,2,4,2,25,0,0,0,0,0,0,6,261,266,8
"Midfielder","Leicester",0.1,13,13,8,"a","Anthony","Knockaert",50,0,2.6,1.4,0,335,0,0,1,4,0,0,0,0,0,0,0,39,38,8
"Midfielder","Leicester",1.3,29,13,8,"a","Andy","King",43,0.2,6.7,1.8,0,950,0,1,0,16,0,0,0,1,0,0,2,82,153,8
"Midfielder","Leicester",0.5,1,13,8,"u","Gary","Taylor-Fletcher",42,0,0.2,1,0,18,0,0,0,1,0,0,0,0,0,0,0,0,2,8
"Midfielder","Leicester",2.2,15,13,8,"a","Marc","Albrighton",42,0.3,3.6,1.7,0,285,0,2,1,3,0,0,0,2,0,0,0,50,60,8
"Forward","Leicester",0.4,50,13,8,"a","David","Nugent",49,0.5,10.2,2.2,0,1379,3,1,3,23,0,0,0,2,0,0,1,183,156,8
"Forward","Leicester",0.8,63,13,8,"a","Jamie","Vardy",46,0.5,13.7,2.9,0,1279,1,8,1,30,0,0,0,5,0,0,4,191,154,8
"Forward","Leicester",0.9,11,13,8,"i","Chris","Wood",43,0,2.6,1.6,0,114,1,0,0,3,0,0,0,0,0,0,0,15,26,8
"Forward","Leicester",0.2,0,13,8,"a","Jack","Barmby",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Goalkeeper","Liverpool",0,0,14,9,"u","Jose","Reina",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Goalkeeper","Liverpool",4.1,94,14,9,"a","Simon","Mignolet",52,1.1,18.1,3.9,5.8,2145,0,0,10,24,1,0,0,0,0,58,2,266,390,9
"Defender","Crystal Palace",0.6,51,31,5,"a","Martin","Kelly",44,0.6,11.6,2.3,2.5,1850,0,1,4,31,0,0,0,2,0,0,1,209,272,5
"Defender","Liverpool",0.7,38,14,9,"d","Glen","Johnson",52,0,7.3,3.2,0.2,878,1,1,2,14,0,0,0,1,0,0,5,131,174,9
"Defender","Liverpool",7.6,91,14,9,"a","Martin","Skrtel",59,0.8,15.4,4,5,2070,1,0,9,26,0,0,0,6,0,0,17,311,500,9
"Defender","Liverpool",0.2,0,14,9,"u","Daniel","Agger",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Defender","Liverpool",0.2,9,14,9,"a","José","Enrique Sanchez Diaz",45,0,2,2.2,0,205,0,0,1,2,0,0,0,0,0,0,0,35,37,9
"Defender","Sunderland",0,8,56,17,"a","Sebastián","Coates",44,0,1.8,2,0,283,0,0,1,7,0,0,0,1,0,0,1,16,54,17
"Defender","West Brom",19.8,73,35,19,"a","Andre","Wisdom",44,0.1,16.6,3.3,0.3,1950,0,1,8,29,0,0,0,1,0,0,7,205,379,19
"Defender","Liverpool",0,0,14,9,"u","Conor","Coady",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Defender","Liverpool",0.5,22,14,9,"a","Kolo","Touré",47,0,4.7,2.8,0,551,0,0,2,7,0,0,0,0,0,0,3,68,134,9
"Defender","Liverpool",0.2,0,14,9,"i","Jon","Flanagan",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Defender","Liverpool",1.4,52,14,9,"d","Mamadou","Sakho",52,0.7,10,4.3,2.6,1059,0,0,6,9,0,0,0,1,0,0,8,142,288,9
"Defender","Liverpool",0.1,0,14,9,"u","Tiago","Ilori",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Defender","Liverpool",0,0,14,9,"u","Brad","Smith",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Midfielder","Liverpool",3.3,87,14,9,"i","Steven","Gerrard",86,0.3,10.1,4,0,1772,6,1,4,28,0,0,0,6,0,0,15,335,422,9
"Midfielder","Liverpool",1.3,28,14,9,"i","Leiva","Lucas",43,0.2,6.5,2,0,1003,0,0,6,9,0,0,0,3,0,0,0,186,177,9
"Midfielder","Liverpool",13.4,97,14,9,"d","Jordan","Henderson",62,0.4,15.6,3.9,1.7,2176,2,7,9,26,0,0,0,5,0,0,13,383,464,9
"Midfielder","Liverpool",29.5,118,14,9,"a","Raheem","Sterling",84,0.6,14,4.9,5.3,2060,6,7,9,26,0,0,0,4,0,0,15,495,385,9
"Midfielder","Liverpool",0.1,29,14,9,"a","Joe","Allen",49,0.3,5.9,2.2,1.5,772,0,1,6,9,0,0,0,2,0,0,0,101,143,9
"Midfielder","Liverpool",4.9,85,14,9,"a","Philippe","Coutinho",77,0.8,11,3.7,6,1712,3,5,7,24,0,0,0,2,0,0,9,378,329,9
"Midfielder","Liverpool",1,10,14,9,"a","Jordon","Ibe",44,0.5,2.3,2,0,270,0,0,2,2,0,0,0,0,0,0,0,63,46,9
"Midfielder","Liverpool",0,0,14,9,"u","Jesús","Fernández Saez",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Midfielder","Liverpool",0,0,14,9,"i","Jordan","Rossiter",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Midfielder","Liverpool",0,0,14,9,"u","João Carlos","Vilaça Teixeira",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Midfielder","Liverpool",0.1,13,14,9,"u","Oussama","Assaidi",48,0,2.7,1.4,0,231,0,1,0,4,0,0,0,1,0,0,0,46,33,9
"Midfielder","Liverpool",0.3,40,14,9,"a","Emre","Can",52,0.5,7.7,2.7,2.8,1036,1,0,7,9,0,0,0,1,0,0,3,157,218,9
"Midfielder","Liverpool",0.5,68,14,9,"a","Adam","Lallana",83,0.3,8.2,4,2.5,1134,4,3,6,11,0,0,0,2,0,0,5,247,256,9
"Forward","Liverpool",11,25,14,9,"a","Daniel","Sturridge",112,0.3,2.2,3.6,3.8,430,2,2,1,6,0,0,0,0,0,0,0,127,78,9
"Forward","Liverpool",0,0,14,9,"u","Iago","Aspas",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Forward","Liverpool",1.9,36,14,9,"a","Rickie","Lambert",68,0,5.3,2,0.3,605,2,2,2,7,0,0,0,1,0,0,0,121,101,9
"Forward","Liverpool",0.2,17,14,9,"a","Fabio","Borini",60,0,2.8,1.7,0,350,1,1,2,7,0,0,0,1,1,0,1,48,43,9
"Goalkeeper","Man City",6.5,89,43,10,"a","Joe","Hart",61,0.5,14.6,3.7,3.3,2160,0,0,8,21,0,1,0,1,0,51,1,267,356,10
"Goalkeeper","Man City",0.1,3,43,10,"a","Willy","Caballero",52,0,0.6,1.5,0,180,0,0,0,4,0,0,0,0,0,6,0,30,24,10
"Defender","Man City",3.1,39,43,10,"a","Aleksandar","Kolarov",57,0.4,6.8,3,2,769,0,2,4,6,0,0,0,3,0,0,0,137,174,10
"Defender","Man City",0.1,0,43,10,"u","Micah","Richards",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Defender","Man City",5,66,43,10,"a","Pablo","Zabaleta",64,0.4,10.3,3.5,2.5,1685,1,3,6,19,1,0,0,4,1,0,4,269,380,10
"Defender","Man City",9.3,55,43,10,"a","Vincent","Kompany",64,0.4,8.6,3.1,2.8,1606,0,0,6,16,0,0,0,6,0,0,5,213,335,10
"Defender","Man City",14.5,84,43,10,"a","Gaël","Clichy",58,0.3,14.5,4.4,1.5,1697,1,3,5,20,0,0,0,1,0,0,18,318,437,10
"Defender","Man City",0,0,43,10,"u","Karim","Rekik",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Defender","Man City",0.2,0,43,10,"u","Matija","Nastasic",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Defender","Man City",0.1,1,43,10,"a","Dedryck","Boyata",42,0,0.2,1,0,90,0,0,0,1,0,0,0,1,0,0,0,16,13,10
"Defender","Man City",1.4,52,43,10,"a","Martín","Demichelis",59,0.2,8.8,2.5,1,1662,1,0,4,19,1,0,0,3,0,0,1,241,357,10
"Defender","Man City",1.3,15,43,10,"a","Bacary","Sagna",51,0.1,2.9,2.1,0.5,561,0,0,1,7,0,0,0,1,0,0,0,85,95,10
"Midfielder","Sunderland",1.5,36,56,17,"i","Jack","Rodwell",47,0,7.7,2.4,0,889,2,0,2,20,0,0,0,2,0,0,1,147,142,17
"Midfielder","Man City",2.2,73,43,10,"a","Samir","Nasri",82,0.8,8.9,3.8,6.8,1427,2,6,7,13,0,0,0,4,0,0,6,363,381,10
"Midfielder","Man City",19.8,121,43,10,"a","David","Silva",95,0.8,12.7,6,7.8,1621,9,6,6,19,0,0,0,4,0,0,17,476,492,10
"Midfielder","Man City",6.5,93,43,10,"a","Gnegneri Yaya","Touré",107,0,8.7,4.9,0.5,1613,7,1,9,13,0,0,0,5,0,0,14,430,407,10
"Midfielder","Man City",2.1,73,43,10,"a","James","Milner",55,0.9,13.3,3.3,4.8,1249,2,7,4,12,0,0,0,2,0,0,6,290,291,10
"Midfielder","Man City",0.1,0,43,10,"u","Francisco Javier","García Fernández",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Midfielder","Man City",1.2,68,43,10,"a","Jesús","Navas",72,0.2,9.4,2.7,1.8,1600,0,6,4,19,0,0,0,2,0,0,7,312,367,10
"Midfielder","Man City",0.8,60,43,10,"a","Fernando","Luiz Rosa",68,0.3,8.8,2.6,2,1542,2,2,4,20,0,0,0,6,0,0,6,323,349,10
"Midfielder","Aston Villa",0.1,13,7,2,"a","Scott","Sinclair",52,0.5,2.5,2.2,2.8,195,1,0,0,5,0,0,0,0,0,0,1,29,42,2
"Midfielder","Man City",0.5,39,43,10,"a","Fernando Francisco","Reges",48,0.2,8.1,2.1,1,1339,1,1,4,15,0,0,0,6,0,0,0,225,256,10
"Forward","Man City",3.8,49,43,10,"a","Edin","Dzeko",79,0.6,6.2,3.1,4.5,728,3,4,5,5,0,0,0,1,0,0,3,176,162,10
"Forward","Man City",27.9,137,43,10,"a","Sergio","Agüero",129,0.6,10.6,6.5,7.5,1468,17,6,3,19,0,0,1,4,0,0,20,589,523,10
"Forward","Man City",0,0,43,10,"u","Álvaro","Negredo",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Forward","Man City",2.9,57,43,10,"a","Stevan","Jovetic",78,0.1,7.3,3.8,0.5,741,5,2,4,7,0,0,0,0,0,0,9,229,247,10
"Goalkeeper","Man Utd",23.3,98,1,11,"a","David","de Gea",59,0.4,16.6,3.8,2.3,2340,0,0,7,26,0,1,0,0,0,72,2,300,394,11
"Goalkeeper","Man Utd",0.1,0,1,11,"a","Anders","Lindegaard",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Defender","Man Utd",0.8,47,1,11,"a","Chris","Smalling",53,0.8,8.9,3.4,4.5,895,3,0,1,14,0,0,0,0,1,0,8,169,215,11
"Defender","Man Utd",4.3,49,1,11,"a","Phil","Jones",53,0.2,9.2,3.3,1.3,1262,0,1,4,13,0,0,0,2,0,0,6,167,301,11
"Defender","Man Utd",0.5,20,1,11,"a","Rafael Pereira","da Silva",52,0,3.8,2.2,0,588,0,1,1,11,0,0,0,2,0,0,3,89,131,11
"Defender","Man Utd",0.1,0,1,11,"u","Patrice","Evra",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Defender","Man Utd",0.4,37,1,11,"a","Jonny","Evans",51,0.1,7.3,3.4,0.5,859,0,0,4,6,0,0,0,1,0,0,2,134,199,11
"Defender","Man Utd",0,0,1,11,"u","Guillermo","Varela",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Defender","Burnley",0.1,29,90,3,"a","Michael","Keane",44,0.3,6.6,1.7,1.3,1327,0,1,1,24,0,0,0,1,0,0,0,127,222,3
"Defender","Man Utd",2.7,31,1,11,"a","Luke","Shaw",57,0.1,5.4,2.4,0.5,913,0,0,2,10,0,0,0,0,1,0,4,123,182,11
"Midfielder","Man Utd",6.1,84,1,11,"a","Juan","Mata",83,0.1,10.1,4,0.5,1481,5,3,5,16,0,0,0,1,0,0,9,295,376,11
"Midfielder","Man Utd",0.5,47,1,11,"a","Marouane","Fellaini",63,0.1,7.5,3.1,0.5,974,3,1,3,9,0,0,0,4,0,0,6,233,196,11
"Midfielder","Man Utd",0.8,62,1,11,"a","Antonio","Valencia",58,0.3,10.7,3.1,1.5,1500,0,5,7,10,0,0,0,2,0,0,6,279,342,11
"Midfielder","Man Utd",0.6,1,1,11,"u","Luis","Nani",70,0,0.1,1,0,45,0,0,0,1,0,0,0,0,0,0,0,5,3,11
"Midfielder","Man Utd",0,1,1,11,"u","Anderson","Oliveira",47,0,0.2,1,0,21,0,0,0,0,0,0,0,0,0,0,0,3,4,11
"Midfielder","Man Utd",0.1,36,1,11,"i","Michael","Carrick",54,0,6.7,2.8,0,1099,0,1,6,7,0,0,0,1,0,0,3,192,213,11
"Midfielder","West Brom",0.5,22,35,19,"a","Darren","Fletcher",45,0.4,4.9,1.6,2,639,0,0,3,8,0,0,0,1,0,0,0,78,122,19
"Midfielder","Aston Villa",0.1,40,7,2,"a","Tom","Cleverley",52,0.1,7.7,1.9,0.8,1716,0,0,5,28,0,0,0,6,0,0,0,163,281,2
"Midfielder","Man Utd",0.8,30,1,11,"a","Ashley","Young",49,0,6.1,2.1,0,1095,0,1,5,9,0,0,0,5,0,0,1,192,174,11
"Midfielder","Man Utd",0,3,1,11,"a","Nick","Powell",44,0,0.7,1,0,43,0,0,0,1,0,0,0,0,0,0,0,-6,7,11
"Midfielder","Man Utd",0.2,0,1,11,"u","Shinji","Kagawa",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Midfielder","Man Utd",0.1,1,1,11,"u","Jesse","Lingard",43,0,0.2,1,0,23,0,0,0,0,0,0,0,0,0,0,0,2,3,11
"Midfielder","Man Utd",1.1,22,1,11,"a","Adnan","Januzaj",61,0.2,3.6,1.6,1.5,690,0,0,1,10,0,0,0,0,0,0,0,71,64,11
"Midfielder","Crystal Palace",0.6,47,31,5,"a","Wilfried","Zaha",51,0.4,9.2,2.5,2,1046,1,2,5,14,0,0,0,0,0,0,0,182,101,5
"Midfielder","Man Utd",2.1,50,1,11,"a","Ander","Herrera",71,0.4,7,3.6,2.8,798,3,3,2,12,0,0,0,2,0,0,5,191,231,11
"Forward","Man Utd",2.6,103,1,11,"d","Robin","van Persie",121,0.4,8.5,4.3,3.6,1985,10,2,9,21,0,0,0,5,0,0,14,463,346,11
